Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Afghanistan,"AFG","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","2020","YR2020","NA"
Afghanistan,"AFG","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2018","YR2018","48"
Afghanistan,"AFG","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2019","YR2019","46.5"
Afghanistan,"AFG","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2020","YR2020","NA"
Afghanistan,"AFG","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2018","YR2018","62.5"
Afghanistan,"AFG","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2019","YR2019","60.3"
Afghanistan,"AFG","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2020","YR2020","NA"
Albania,"ALB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2018","YR2018","4.32839557846702"
Albania,"ALB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2019","YR2019","2.6765495559812"
Albania,"ALB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2020","YR2020","NA"
Albania,"ALB","GDP per capita (current US$)","NY.GDP.PCAP.CD","2018","YR2018","5284.38018438156"
Albania,"ALB","GDP per capita (current US$)","NY.GDP.PCAP.CD","2019","YR2019","5353.2448564014"
Albania,"ALB","GDP per capita (current US$)","NY.GDP.PCAP.CD","2020","YR2020","NA"
Albania,"ALB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2018","YR2018","52.0299987792969"
Albania,"ALB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2019","YR2019","53.4099998474121"
Albania,"ALB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2020","YR2020","52.7299995422363"
Albania,"ALB","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2018","YR2018","NA"
Albania,"ALB","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2019","YR2019","NA"
Albania,"ALB","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2020","YR2020","NA"
Albania,"ALB","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2018","YR2018","NA"
Albania,"ALB","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2019","YR2019","NA"
Albania,"ALB","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2020","YR2020","NA"
Albania,"ALB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2018","YR2018","2.02805963071135"
Albania,"ALB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2019","YR2019","1.41109078954244"
Albania,"ALB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2020","YR2020","NA"
Albania,"ALB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2018","YR2018","1.35940039453163"
Albania,"ALB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2019","YR2019","0.363243318292405"
Albania,"ALB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2020","YR2020","NA"
Albania,"ALB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2018","YR2018","NA"
Albania,"ALB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2019","YR2019","NA"
Albania,"ALB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2020","YR2020","NA"
Albania,"ALB","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2018","YR2018","NA"
Albania,"ALB","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2019","YR2019","NA"
Albania,"ALB","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2020","YR2020","NA"
Albania,"ALB","International tourism, number of arrivals","ST.INT.ARVL","2018","YR2018","5927000"
Albania,"ALB","International tourism, number of arrivals","ST.INT.ARVL","2019","YR2019","6406000"
Albania,"ALB","International tourism, number of arrivals","ST.INT.ARVL","2020","YR2020","NA"
Albania,"ALB","International tourism, number of departures","ST.INT.DPRT","2018","YR2018","5415000"
Albania,"ALB","International tourism, number of departures","ST.INT.DPRT","2019","YR2019","5922000"
Albania,"ALB","International tourism, number of departures","ST.INT.DPRT","2020","YR2020","NA"
Albania,"ALB","Mobile cellular subscriptions","IT.CEL.SETS","2018","YR2018","2714880"
Albania,"ALB","Mobile cellular subscriptions","IT.CEL.SETS","2019","YR2019","2630080"
Albania,"ALB","Mobile cellular subscriptions","IT.CEL.SETS","2020","YR2020","NA"
Albania,"ALB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2018","YR2018","71.847"
Albania,"ALB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2019","YR2019","69.6429"
Albania,"ALB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2020","YR2020","NA"
Albania,"ALB","Population, total","SP.POP.TOTL","2018","YR2018","2866376"
Albania,"ALB","Population, total","SP.POP.TOTL","2019","YR2019","2854191"
Albania,"ALB","Population, total","SP.POP.TOTL","2020","YR2020","NA"
Albania,"ALB","Rural population (% of total population)","SP.RUR.TOTL.ZS","2018","YR2018","39.681"
Albania,"ALB","Rural population (% of total population)","SP.RUR.TOTL.ZS","2019","YR2019","38.771"
Albania,"ALB","Rural population (% of total population)","SP.RUR.TOTL.ZS","2020","YR2020","NA"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","60.319"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","61.229"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","NA"
Albania,"ALB","Population density (people per sq. km of land area)","EN.POP.DNST","2018","YR2018","104.612262773723"
Albania,"ALB","Population density (people per sq. km of land area)","EN.POP.DNST","2019","YR2019","NA"
Albania,"ALB","Population density (people per sq. km of land area)","EN.POP.DNST","2020","YR2020","NA"
Albania,"ALB","Population growth (annual %)","SP.POP.GROW","2018","YR2018","-0.246732042281782"
Albania,"ALB","Population growth (annual %)","SP.POP.GROW","2019","YR2019","-0.426007367032238"
Albania,"ALB","Population growth (annual %)","SP.POP.GROW","2020","YR2020","NA"
Albania,"ALB","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","2018","YR2018","NA"
Albania,"ALB","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","2019","YR2019","NA"
Albania,"ALB","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","2020","YR2020","NA"
Albania,"ALB","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","2018","YR2018","49.486"
Albania,"ALB","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","2019","YR2019","NA"
Albania,"ALB","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","2020","YR2020","NA"
Albania,"ALB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","2018","YR2018","93.315"
Albania,"ALB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","2019","YR2019","NA"
Albania,"ALB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","2020","YR2020","NA"
Albania,"ALB","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2018","YR2018","8.5"
Albania,"ALB","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2019","YR2019","8.6"
Albania,"ALB","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2020","YR2020","NA"
Albania,"ALB","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2018","YR2018","9.5"
Albania,"ALB","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2019","YR2019","9.7"
Albania,"ALB","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2020","YR2020","NA"
Algeria,"DZA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2018","YR2018","-0.811208543893287"
Algeria,"DZA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2019","YR2019","-1.13069230350092"
Algeria,"DZA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2020","YR2020","NA"
Algeria,"DZA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2018","YR2018","4153.73397805915"
Algeria,"DZA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2019","YR2019","3973.96407191565"
Algeria,"DZA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2020","YR2020","NA"
Algeria,"DZA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2018","YR2018","37.6100006103516"
Algeria,"DZA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2019","YR2019","37.5099983215332"
Algeria,"DZA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2020","YR2020","35.1300010681152"
Algeria,"DZA","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2018","YR2018","NA"
Algeria,"DZA","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2019","YR2019","NA"
Algeria,"DZA","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2020","YR2020","NA"
Algeria,"DZA","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2018","YR2018","NA"
Algeria,"DZA","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2019","YR2019","NA"
Algeria,"DZA","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2020","YR2020","NA"
Algeria,"DZA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2018","YR2018","4.26999020467078"
Algeria,"DZA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2019","YR2019","1.95176821052894"
Algeria,"DZA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2020","YR2020","NA"
Algeria,"DZA","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2018","YR2018","7.06488916569867"
Algeria,"DZA","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2019","YR2019","-0.91006568982128"
Algeria,"DZA","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2020","YR2020","NA"
Algeria,"DZA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2018","YR2018","NA"
Algeria,"DZA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2019","YR2019","NA"
Algeria,"DZA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2020","YR2020","NA"
Algeria,"DZA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2018","YR2018","NA"
Algeria,"DZA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2019","YR2019","NA"
Algeria,"DZA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2020","YR2020","NA"
Algeria,"DZA","International tourism, number of arrivals","ST.INT.ARVL","2018","YR2018","2657000"
Algeria,"DZA","International tourism, number of arrivals","ST.INT.ARVL","2019","YR2019","2371000"
Algeria,"DZA","International tourism, number of arrivals","ST.INT.ARVL","2020","YR2020","NA"
Algeria,"DZA","International tourism, number of departures","ST.INT.DPRT","2018","YR2018","5610000"
Algeria,"DZA","International tourism, number of departures","ST.INT.DPRT","2019","YR2019","5732000"
Algeria,"DZA","International tourism, number of departures","ST.INT.DPRT","2020","YR2020","NA"
Algeria,"DZA","Mobile cellular subscriptions","IT.CEL.SETS","2018","YR2018","51490100"
Algeria,"DZA","Mobile cellular subscriptions","IT.CEL.SETS","2019","YR2019","47081100"
Algeria,"DZA","Mobile cellular subscriptions","IT.CEL.SETS","2020","YR2020","NA"
Algeria,"DZA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2018","YR2018","59.5797"
Algeria,"DZA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2019","YR2019","59.5797"
Algeria,"DZA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2020","YR2020","NA"
Algeria,"DZA","Population, total","SP.POP.TOTL","2018","YR2018","42228429"
Algeria,"DZA","Population, total","SP.POP.TOTL","2019","YR2019","43053054"
Algeria,"DZA","Population, total","SP.POP.TOTL","2020","YR2020","NA"
Algeria,"DZA","Rural population (% of total population)","SP.RUR.TOTL.ZS","2018","YR2018","27.371"
Algeria,"DZA","Rural population (% of total population)","SP.RUR.TOTL.ZS","2019","YR2019","26.811"
Algeria,"DZA","Rural population (% of total population)","SP.RUR.TOTL.ZS","2020","YR2020","NA"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","72.629"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","73.189"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","NA"
Algeria,"DZA","Population density (people per sq. km of land area)","EN.POP.DNST","2018","YR2018","17.7300676270006"
Algeria,"DZA","Population density (people per sq. km of land area)","EN.POP.DNST","2019","YR2019","NA"
Algeria,"DZA","Population density (people per sq. km of land area)","EN.POP.DNST","2020","YR2020","NA"
Algeria,"DZA","Population growth (annual %)","SP.POP.GROW","2018","YR2018","2.00737383000812"
Algeria,"DZA","Population growth (annual %)","SP.POP.GROW","2019","YR2019","1.93395019121501"
Algeria,"DZA","Population growth (annual %)","SP.POP.GROW","2020","YR2020","NA"
Algeria,"DZA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","2018","YR2018","NA"
Algeria,"DZA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","2019","YR2019","NA"
Algeria,"DZA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","2020","YR2020","NA"
Algeria,"DZA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","2018","YR2018","80.672"
Algeria,"DZA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","2019","YR2019","NA"
Algeria,"DZA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","2020","YR2020","NA"
Algeria,"DZA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","2018","YR2018","102.851"
Algeria,"DZA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","2019","YR2019","NA"
Algeria,"DZA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","2020","YR2020","NA"
Algeria,"DZA","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2018","YR2018","20.4"
Algeria,"DZA","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2019","YR2019","20"
Algeria,"DZA","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","2020","YR2020","NA"
Algeria,"DZA","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2018","YR2018","23.8"
Algeria,"DZA","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2019","YR2019","23.3"
Algeria,"DZA","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2020","YR2020","NA"
American Samoa,"ASM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2018","YR2018","2.47043521275813"
American Samoa,"ASM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2019","YR2019","NA"
American Samoa,"ASM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2020","YR2020","NA"
American Samoa,"ASM","GDP per capita (current US$)","NY.GDP.PCAP.CD","2018","YR2018","11466.6907058505"
American Samoa,"ASM","GDP per capita (current US$)","NY.GDP.PCAP.CD","2019","YR2019","NA"
American Samoa,"ASM","GDP per capita (current US$)","NY.GDP.PCAP.CD","2020","YR2020","NA"
American Samoa,"ASM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2018","YR2018","NA"
American Samoa,"ASM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2019","YR2019","NA"
American Samoa,"ASM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","2020","YR2020","NA"
American Samoa,"ASM","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2018","YR2018","NA"
American Samoa,"ASM","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2019","YR2019","NA"
American Samoa,"ASM","Multidimensional poverty index (scale 0-1)","SI.POV.MDIM.XQ","2020","YR2020","NA"
American Samoa,"ASM","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2018","YR2018","NA"
American Samoa,"ASM","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2019","YR2019","NA"
American Samoa,"ASM","Multidimensional poverty headcount ratio, household (% of total households)","SI.POV.MDIM.HH","2020","YR2020","NA"
American Samoa,"ASM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2018","YR2018","NA"
American Samoa,"ASM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2019","YR2019","NA"
American Samoa,"ASM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2020","YR2020","NA"
American Samoa,"ASM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2018","YR2018","3.38892288861689"
American Samoa,"ASM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2019","YR2019","NA"
American Samoa,"ASM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","2020","YR2020","NA"
American Samoa,"ASM","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2018","YR2018","NA"
American Samoa,"ASM","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2019","YR2019","NA"
American Samoa,"ASM","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","2020","YR2020","NA"
American Samoa,"ASM","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2018","YR2018","NA"
American Samoa,"ASM","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2019","YR2019","NA"
American Samoa,"ASM","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","2020","YR2020","NA"
American Samoa,"ASM","International tourism, number of arrivals","ST.INT.ARVL","2018","YR2018","51799.9992370605"
American Samoa,"ASM","International tourism, number of arrivals","ST.INT.ARVL","2019","YR2019","52700.0007629395"
American Samoa,"ASM","International tourism, number of arrivals","ST.INT.ARVL","2020","YR2020","NA"
American Samoa,"ASM","International tourism, number of departures","ST.INT.DPRT","2018","YR2018","NA"
American Samoa,"ASM","International tourism, number of departures","ST.INT.DPRT","2019","YR2019","NA"
American Samoa,"ASM","International tourism, number of departures","ST.INT.DPRT","2020","YR2020","NA"
American Samoa,"ASM","Mobile cellular subscriptions","IT.CEL.SETS","2018","YR2018","NA"
American Samoa,"ASM","Mobile cellular subscriptions","IT.CEL.SETS","2019","YR2019","NA"
American Samoa,"ASM","Mobile cellular subscriptions","IT.CEL.SETS","2020","YR2020","NA"
American Samoa,"ASM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2018","YR2018","NA"
American Samoa,"ASM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2019","YR2019","NA"
American Samoa,"ASM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","2020","YR2020","NA"
American Samoa,"ASM","Population, total","SP.POP.TOTL","2018","YR2018","55465"
American Samoa,"ASM","Population, total","SP.POP.TOTL","2019","YR2019","55312"
American Samoa,"ASM","Population, total","SP.POP.TOTL","2020","YR2020","NA"
