Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Anguilla,"AIA","Government Effectiveness: Estimate","GE.EST","2018","YR2018","0.8301269"
Anguilla,"AIA","Government Effectiveness: Estimate","GE.EST","2019","YR2019","0.8158239"
Anguilla,"AIA","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","1.293931"
Anguilla,"AIA","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","1.367357"
Anguilla,"AIA","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","0.8238806"
Anguilla,"AIA","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","0.8462311"
Anguilla,"AIA","Rule of Law: Estimate","RL.EST","2018","YR2018","-0.0989005"
Anguilla,"AIA","Rule of Law: Estimate","RL.EST","2019","YR2019","0.3557367"
Anguilla,"AIA","Voice and Accountability: Estimate","VA.EST","2018","YR2018","NA"
Anguilla,"AIA","Voice and Accountability: Estimate","VA.EST","2019","YR2019","NA"
Antigua and Barbuda,"ATG","Control of Corruption: Estimate","CC.EST","2018","YR2018","0.2766874"
Antigua and Barbuda,"ATG","Control of Corruption: Estimate","CC.EST","2019","YR2019","0.2778982"
Antigua and Barbuda,"ATG","Government Effectiveness: Estimate","GE.EST","2018","YR2018","-0.0060096"
Antigua and Barbuda,"ATG","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.0038697"
Antigua and Barbuda,"ATG","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","0.8480138"
Antigua and Barbuda,"ATG","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","0.959709"
Antigua and Barbuda,"ATG","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","0.4142161"
Antigua and Barbuda,"ATG","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","0.4853747"
Antigua and Barbuda,"ATG","Rule of Law: Estimate","RL.EST","2018","YR2018","0.4148062"
Antigua and Barbuda,"ATG","Rule of Law: Estimate","RL.EST","2019","YR2019","0.4052047"
Antigua and Barbuda,"ATG","Voice and Accountability: Estimate","VA.EST","2018","YR2018","0.5996279"
Antigua and Barbuda,"ATG","Voice and Accountability: Estimate","VA.EST","2019","YR2019","0.7604436"
Argentina,"ARG","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.0702693"
Argentina,"ARG","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.0710714"
Argentina,"ARG","Government Effectiveness: Estimate","GE.EST","2018","YR2018","0.0259878"
Argentina,"ARG","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.0864859"
Argentina,"ARG","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","0.0192217"
Argentina,"ARG","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","-0.1199785"
Argentina,"ARG","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","-0.2856962"
Argentina,"ARG","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","-0.4927526"
Argentina,"ARG","Rule of Law: Estimate","RL.EST","2018","YR2018","-0.2428666"
Argentina,"ARG","Rule of Law: Estimate","RL.EST","2019","YR2019","-0.4307256"
Argentina,"ARG","Voice and Accountability: Estimate","VA.EST","2018","YR2018","0.5616491"
Argentina,"ARG","Voice and Accountability: Estimate","VA.EST","2019","YR2019","0.6004349"
Armenia,"ARM","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.3491441"
Armenia,"ARM","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.1841683"
Armenia,"ARM","Government Effectiveness: Estimate","GE.EST","2018","YR2018","-0.0243394"
Armenia,"ARM","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.0668174"
Armenia,"ARM","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","-0.4359334"
Armenia,"ARM","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","-0.5064107"
Armenia,"ARM","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","0.3313852"
Armenia,"ARM","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","0.2495153"
Armenia,"ARM","Rule of Law: Estimate","RL.EST","2018","YR2018","-0.150221"
Armenia,"ARM","Rule of Law: Estimate","RL.EST","2019","YR2019","-0.1312758"
Armenia,"ARM","Voice and Accountability: Estimate","VA.EST","2018","YR2018","-0.1132657"
Armenia,"ARM","Voice and Accountability: Estimate","VA.EST","2019","YR2019","0.0500427"
Aruba,"ABW","Control of Corruption: Estimate","CC.EST","2018","YR2018","1.252211"
Aruba,"ABW","Control of Corruption: Estimate","CC.EST","2019","YR2019","1.217238"
Aruba,"ABW","Government Effectiveness: Estimate","GE.EST","2018","YR2018","1.058392"
Aruba,"ABW","Government Effectiveness: Estimate","GE.EST","2019","YR2019","1.029933"
Aruba,"ABW","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","1.362981"
Aruba,"ABW","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","1.357372"
Aruba,"ABW","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","0.8566312"
Aruba,"ABW","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","0.8573601"
Aruba,"ABW","Rule of Law: Estimate","RL.EST","2018","YR2018","1.296759"
Aruba,"ABW","Rule of Law: Estimate","RL.EST","2019","YR2019","1.263128"
Aruba,"ABW","Voice and Accountability: Estimate","VA.EST","2018","YR2018","1.306017"
Aruba,"ABW","Voice and Accountability: Estimate","VA.EST","2019","YR2019","1.294189"
Australia,"AUS","Control of Corruption: Estimate","CC.EST","2018","YR2018","1.80646"
Australia,"AUS","Control of Corruption: Estimate","CC.EST","2019","YR2019","1.811107"
Australia,"AUS","Government Effectiveness: Estimate","GE.EST","2018","YR2018","1.596495"
Australia,"AUS","Government Effectiveness: Estimate","GE.EST","2019","YR2019","1.571896"
Australia,"AUS","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","1.002703"
Australia,"AUS","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","1.086503"
Australia,"AUS","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","1.903537"
Australia,"AUS","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","1.873539"
Australia,"AUS","Rule of Law: Estimate","RL.EST","2018","YR2018","1.714284"
Australia,"AUS","Rule of Law: Estimate","RL.EST","2019","YR2019","1.734145"
Australia,"AUS","Voice and Accountability: Estimate","VA.EST","2018","YR2018","1.428863"
Australia,"AUS","Voice and Accountability: Estimate","VA.EST","2019","YR2019","1.315125"
Austria,"AUT","Control of Corruption: Estimate","CC.EST","2018","YR2018","1.596492"
Austria,"AUT","Control of Corruption: Estimate","CC.EST","2019","YR2019","1.545429"
Austria,"AUT","Government Effectiveness: Estimate","GE.EST","2018","YR2018","1.453342"
Austria,"AUT","Government Effectiveness: Estimate","GE.EST","2019","YR2019","1.490911"
Austria,"AUT","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","0.909404"
Austria,"AUT","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","0.9801227"
Austria,"AUT","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","1.532049"
Austria,"AUT","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","1.459116"
Austria,"AUT","Rule of Law: Estimate","RL.EST","2018","YR2018","1.87477"
Austria,"AUT","Rule of Law: Estimate","RL.EST","2019","YR2019","1.883051"
Austria,"AUT","Voice and Accountability: Estimate","VA.EST","2018","YR2018","1.380758"
Austria,"AUT","Voice and Accountability: Estimate","VA.EST","2019","YR2019","1.326599"
Azerbaijan,"AZE","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.8286991"
Azerbaijan,"AZE","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.8684072"
Azerbaijan,"AZE","Government Effectiveness: Estimate","GE.EST","2018","YR2018","-0.1004674"
Azerbaijan,"AZE","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.1391768"
Azerbaijan,"AZE","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","-0.6974149"
Azerbaijan,"AZE","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","-0.681131"
Azerbaijan,"AZE","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","-0.3006527"
Azerbaijan,"AZE","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","-0.2266413"
Azerbaijan,"AZE","Rule of Law: Estimate","RL.EST","2018","YR2018","-0.6002193"
Azerbaijan,"AZE","Rule of Law: Estimate","RL.EST","2019","YR2019","-0.5772703"
Azerbaijan,"AZE","Voice and Accountability: Estimate","VA.EST","2018","YR2018","-1.496132"
Azerbaijan,"AZE","Voice and Accountability: Estimate","VA.EST","2019","YR2019","-1.491788"
"Bahamas, The","BHS","Control of Corruption: Estimate","CC.EST","2018","YR2018","1.13127"
"Bahamas, The","BHS","Control of Corruption: Estimate","CC.EST","2019","YR2019","1.184628"
"Bahamas, The","BHS","Government Effectiveness: Estimate","GE.EST","2018","YR2018","0.5391499"
"Bahamas, The","BHS","Government Effectiveness: Estimate","GE.EST","2019","YR2019","0.4860963"
"Bahamas, The","BHS","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","0.8700209"
"Bahamas, The","BHS","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","0.8294795"
"Bahamas, The","BHS","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","0.1804527"
"Bahamas, The","BHS","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","-0.0483038"
"Bahamas, The","BHS","Rule of Law: Estimate","RL.EST","2018","YR2018","0.096694"
"Bahamas, The","BHS","Rule of Law: Estimate","RL.EST","2019","YR2019","0.0765319"
"Bahamas, The","BHS","Voice and Accountability: Estimate","VA.EST","2018","YR2018","0.7957626"
"Bahamas, The","BHS","Voice and Accountability: Estimate","VA.EST","2019","YR2019","0.9342639"
Bahrain,"BHR","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.147291"
Bahrain,"BHR","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.010218"
Bahrain,"BHR","Government Effectiveness: Estimate","GE.EST","2018","YR2018","0.1798774"
Bahrain,"BHR","Government Effectiveness: Estimate","GE.EST","2019","YR2019","0.298761"
Bahrain,"BHR","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","-0.8409045"
Bahrain,"BHR","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","-0.661518"
Bahrain,"BHR","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","0.4169226"
Bahrain,"BHR","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","0.4850985"
Bahrain,"BHR","Rule of Law: Estimate","RL.EST","2018","YR2018","0.4122726"
Bahrain,"BHR","Rule of Law: Estimate","RL.EST","2019","YR2019","0.4943778"
Bahrain,"BHR","Voice and Accountability: Estimate","VA.EST","2018","YR2018","-1.405623"
Bahrain,"BHR","Voice and Accountability: Estimate","VA.EST","2019","YR2019","-1.412584"
Bangladesh,"BGD","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.9051279"
Bangladesh,"BGD","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.9938096"
Bangladesh,"BGD","Government Effectiveness: Estimate","GE.EST","2018","YR2018","-0.7483993"
Bangladesh,"BGD","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.7392301"
Bangladesh,"BGD","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","-0.985925"
Bangladesh,"BGD","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","-0.9181735"
Bangladesh,"BGD","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","-0.8328668"
Bangladesh,"BGD","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","-0.9289543"
Bangladesh,"BGD","Rule of Law: Estimate","RL.EST","2018","YR2018","-0.6402208"
Bangladesh,"BGD","Rule of Law: Estimate","RL.EST","2019","YR2019","-0.6363084"
Bangladesh,"BGD","Voice and Accountability: Estimate","VA.EST","2018","YR2018","-0.7268606"
Bangladesh,"BGD","Voice and Accountability: Estimate","VA.EST","2019","YR2019","-0.7217754"
Barbados,"BRB","Control of Corruption: Estimate","CC.EST","2018","YR2018","1.411579"
Barbados,"BRB","Control of Corruption: Estimate","CC.EST","2019","YR2019","1.261709"
Barbados,"BRB","Government Effectiveness: Estimate","GE.EST","2018","YR2018","0.4269727"
Barbados,"BRB","Government Effectiveness: Estimate","GE.EST","2019","YR2019","0.631425"
Barbados,"BRB","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","0.9204867"
Barbados,"BRB","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","0.9417337"
Barbados,"BRB","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","0.5439218"
Barbados,"BRB","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","0.412301"
Barbados,"BRB","Rule of Law: Estimate","RL.EST","2018","YR2018","0.3944808"
Barbados,"BRB","Rule of Law: Estimate","RL.EST","2019","YR2019","0.3570292"
Barbados,"BRB","Voice and Accountability: Estimate","VA.EST","2018","YR2018","1.124694"
Barbados,"BRB","Voice and Accountability: Estimate","VA.EST","2019","YR2019","1.131867"
Belarus,"BLR","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.1922859"
Belarus,"BLR","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.059539"
Belarus,"BLR","Government Effectiveness: Estimate","GE.EST","2018","YR2018","-0.3010303"
Belarus,"BLR","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.1833328"
Belarus,"BLR","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","0.3559107"
Belarus,"BLR","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","0.2891302"
Belarus,"BLR","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","-0.6518698"
Belarus,"BLR","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","-0.5437806"
Belarus,"BLR","Rule of Law: Estimate","RL.EST","2018","YR2018","-0.8328676"
Belarus,"BLR","Rule of Law: Estimate","RL.EST","2019","YR2019","-0.7944578"
Belarus,"BLR","Voice and Accountability: Estimate","VA.EST","2018","YR2018","-1.350488"
Belarus,"BLR","Voice and Accountability: Estimate","VA.EST","2019","YR2019","-1.402502"
Belgium,"BEL","Control of Corruption: Estimate","CC.EST","2018","YR2018","1.510498"
Belgium,"BEL","Control of Corruption: Estimate","CC.EST","2019","YR2019","1.551961"
Belgium,"BEL","Government Effectiveness: Estimate","GE.EST","2018","YR2018","1.171748"
Belgium,"BEL","Government Effectiveness: Estimate","GE.EST","2019","YR2019","1.032227"
Belgium,"BEL","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","0.410127"
Belgium,"BEL","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","0.4811862"
Belgium,"BEL","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","1.268755"
Belgium,"BEL","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","1.290999"
Belgium,"BEL","Rule of Law: Estimate","RL.EST","2018","YR2018","1.367054"
Belgium,"BEL","Rule of Law: Estimate","RL.EST","2019","YR2019","1.363715"
Belgium,"BEL","Voice and Accountability: Estimate","VA.EST","2018","YR2018","1.397339"
Belgium,"BEL","Voice and Accountability: Estimate","VA.EST","2019","YR2019","1.36912"
Belize,"BLZ","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.1381951"
Belize,"BLZ","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.1960228"
Belize,"BLZ","Government Effectiveness: Estimate","GE.EST","2018","YR2018","-0.5938884"
Belize,"BLZ","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.6767014"
Belize,"BLZ","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","0.0115209"
Belize,"BLZ","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","0.0698153"
Belize,"BLZ","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","-0.6501819"
Belize,"BLZ","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","-0.5442569"
Belize,"BLZ","Rule of Law: Estimate","RL.EST","2018","YR2018","-0.8238596"
Belize,"BLZ","Rule of Law: Estimate","RL.EST","2019","YR2019","-0.7755125"
Belize,"BLZ","Voice and Accountability: Estimate","VA.EST","2018","YR2018","0.4509058"
Belize,"BLZ","Voice and Accountability: Estimate","VA.EST","2019","YR2019","0.5317144"
Benin,"BEN","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.3859641"
Benin,"BEN","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.3237639"
Benin,"BEN","Government Effectiveness: Estimate","GE.EST","2018","YR2018","-0.5659866"
Benin,"BEN","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.4406517"
Benin,"BEN","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","-0.1326304"
Benin,"BEN","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","-0.3478641"
Benin,"BEN","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","-0.3369086"
Benin,"BEN","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","-0.3759647"
Benin,"BEN","Rule of Law: Estimate","RL.EST","2018","YR2018","-0.6751398"
Benin,"BEN","Rule of Law: Estimate","RL.EST","2019","YR2019","-0.6641259"
Benin,"BEN","Voice and Accountability: Estimate","VA.EST","2018","YR2018","0.2675807"
Benin,"BEN","Voice and Accountability: Estimate","VA.EST","2019","YR2019","0.0920652"
Bermuda,"BMU","Control of Corruption: Estimate","CC.EST","2018","YR2018","1.238797"
Bermuda,"BMU","Control of Corruption: Estimate","CC.EST","2019","YR2019","1.234392"
Bermuda,"BMU","Government Effectiveness: Estimate","GE.EST","2018","YR2018","1.387551"
Bermuda,"BMU","Government Effectiveness: Estimate","GE.EST","2019","YR2019","1.362286"
Bermuda,"BMU","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","1.159191"
Bermuda,"BMU","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","1.077228"
Bermuda,"BMU","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","0.8238806"
Bermuda,"BMU","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","0.8462311"
Bermuda,"BMU","Rule of Law: Estimate","RL.EST","2018","YR2018","0.8757794"
Bermuda,"BMU","Rule of Law: Estimate","RL.EST","2019","YR2019","0.8454176"
Bermuda,"BMU","Voice and Accountability: Estimate","VA.EST","2018","YR2018","NA"
Bermuda,"BMU","Voice and Accountability: Estimate","VA.EST","2019","YR2019","NA"
Bhutan,"BTN","Control of Corruption: Estimate","CC.EST","2018","YR2018","1.646751"
Bhutan,"BTN","Control of Corruption: Estimate","CC.EST","2019","YR2019","1.617919"
Bhutan,"BTN","Government Effectiveness: Estimate","GE.EST","2018","YR2018","0.3588973"
Bhutan,"BTN","Government Effectiveness: Estimate","GE.EST","2019","YR2019","0.3137652"
Bhutan,"BTN","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","1.100705"
Bhutan,"BTN","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","1.092505"
Bhutan,"BTN","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","-0.3399765"
Bhutan,"BTN","Regulatory Quality: Estimate","RQ.EST","2019","YR2019","-0.3266567"
Bhutan,"BTN","Rule of Law: Estimate","RL.EST","2018","YR2018","0.5515965"
Bhutan,"BTN","Rule of Law: Estimate","RL.EST","2019","YR2019","0.5897077"
Bhutan,"BTN","Voice and Accountability: Estimate","VA.EST","2018","YR2018","0.0607209"
Bhutan,"BTN","Voice and Accountability: Estimate","VA.EST","2019","YR2019","0.0987649"
Bolivia,"BOL","Control of Corruption: Estimate","CC.EST","2018","YR2018","-0.6219789"
Bolivia,"BOL","Control of Corruption: Estimate","CC.EST","2019","YR2019","-0.7421893"
Bolivia,"BOL","Government Effectiveness: Estimate","GE.EST","2018","YR2018","-0.3220994"
Bolivia,"BOL","Government Effectiveness: Estimate","GE.EST","2019","YR2019","-0.699218"
Bolivia,"BOL","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2018","YR2018","-0.2783669"
Bolivia,"BOL","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","2019","YR2019","-0.6153547"
Bolivia,"BOL","Regulatory Quality: Estimate","RQ.EST","2018","YR2018","-0.9080035"
